Date,Sales,Quantity_Sold,Cost_of_Sales,Price_Per_Unit,Gross_Profit,Gross_Profit_Percent,GP_Per_Unit,Day_Of_Week,Month,Year,Promo_Flag,Seasonality_Group
2016-03-14,45047,1071,42368,42.06,2678.47,5.95,2.50,2,3,2016,Normal,Mid Season
2016-03-15,55489,1320,52263,42.04,3226.28,5.81,2.44,3,3,2016,Normal,Mid Season
2016-03-16,41893,997,39495,42.02,2397.85,5.72,2.41,4,3,2016,Normal,Mid Season
2016-03-17,34349,817,32293,42.04,2055.67,5.98,2.52,5,3,2016,Normal,Mid Season
2016-03-18,78277,1866,73747,41.95,4530.07,5.79,2.43,6,3,2016,Normal,Mid Season
2016-03-19,92851,2211,87452,42.00,5399.84,5.82,2.44,7,3,2016,Normal,Mid Season
2016-03-20,54846,1304,51626,42.06,3220.28,5.87,2.47,1,3,2016,Normal,Mid Season
2016-03-21,48038,1143,45188,42.03,2850.16,5.93,2.49,2,3,2016,Normal,Mid Season
2016-03-22,65906,1573,62024,41.90,3881.84,5.89,2.47,3,3,2016,Normal,Mid Season
2016-03-23,84870,2065,81473,41.10,3397.22,4.00,1.65,4,3,2016,Normal,Mid Season
2016-03-24,262460,6588,259298,39.84,3161.05,1.20,0.48,5,3,2016,Normal,Mid Season
2016-03-25,228124,5652,222208,40.36,5916.05,2.59,1.05,6,3,2016,Normal,Mid Season
2016-03-26,162929,4103,161435,39.71,1494.68,0.92,0.36,7,3,2016,Normal,Mid Season
2016-03-27,58360,1466,57682,39.81,678.26,1.16,0.46,1,3,2016,Normal,Mid Season
2016-03-28,85605,2162,85022,39.60,582.95,0.68,0.27,2,3,2016,Normal,Mid Season
2016-03-29,84836,2155,84595,39.37,241.20,0.28,0.11,3,3,2016,Normal,Mid Season
2016-03-30,64309,1746,68428,36.83,-4118.68,-6.40,-2.36,4,3,2016,Normal,Mid Season
2016-03-31,131168,3554,138589,36.91,-7420.61,-5.66,-2.09,5,3,2016,Normal,Mid Season
2016-04-01,232410,6282,245359,37.00,-12948.43,-5.57,-2.06,6,4,2016,Normal,Mid Season
2016-04-02,195831,5259,205443,37.24,-9611.73,-4.91,-1.83,7,4,2016,Normal,Mid Season
2016-04-03,90717,2446,95543,37.09,-4826.59,-5.32,-1.97,1,4,2016,Normal,Mid Season
2016-04-04,131638,3345,130700,39.35,937.83,0.71,0.28,2,4,2016,Normal,Mid Season
2016-04-05,81911,2048,79970,40.00,1941.36,2.37,0.95,3,4,2016,Normal,Mid Season
2016-04-06,54822,1303,50800,42.07,4021.90,7.34,3.09,4,4,2016,Normal,Mid Season
2016-04-07,155615,4413,171592,35.26,-15976.71,-10.27,-3.62,5,4,2016,Normal,Mid Season
2016-04-08,264087,7494,291379,35.24,-27291.69,-10.33,-3.64,6,4,2016,Normal,Mid Season
2016-04-09,272761,7738,298164,35.25,-25403.12,-9.31,-3.28,7,4,2016,Normal,Mid Season
2016-04-10,104689,2958,113609,35.39,-8919.88,-8.52,-3.02,1,4,2016,Normal,Mid Season
2016-04-11,131171,3713,142023,35.33,-10852.22,-8.27,-2.92,2,4,2016,Normal,Mid Season
2016-04-12,123179,3504,132715,35.15,-9535.47,-7.74,-2.72,3,4,2016,Normal,Mid Season
2016-04-13,124431,3534,132889,35.21,-8458.01,-6.80,-2.39,4,4,2016,Normal,Mid Season
2016-04-14,162167,4601,172226,35.25,-10058.82,-6.20,-2.19,5,4,2016,Normal,Mid Season
2016-04-15,354042,10045,373200,35.25,-19158.28,-5.41,-1.91,6,4,2016,Normal,Mid Season
2016-04-16,327352,9301,345339,35.20,-17986.37,-5.49,-1.93,7,4,2016,Normal,Mid Season
2016-04-17,164809,4678,175167,35.23,-10358.13,-6.28,-2.21,1,4,2016,Normal,Mid Season
2016-04-18,151158,4294,159829,35.20,-8670.97,-5.74,-2.02,2,4,2016,Normal,Mid Season
2016-04-19,126896,3606,133726,35.19,-6830.34,-5.38,-1.89,3,4,2016,Normal,Mid Season
2016-04-20,166395,4838,179021,34.39,-12625.10,-7.59,-2.61,4,4,2016,Normal,Mid Season
2016-04-21,167796,4914,182485,34.15,-14688.74,-8.75,-2.99,5,4,2016,Normal,Mid Season
2016-04-22,351146,10269,380098,34.19,-28952.14,-8.25,-2.82,6,4,2016,Normal,Mid Season
2016-04-23,420739,12317,455415,34.16,-34676.53,-8.24,-2.82,7,4,2016,Normal,Mid Season
2016-04-24,186166,5453,202391,34.14,-16225.03,-8.72,-2.98,1,4,2016,Normal,Mid Season
2016-04-25,251450,7372,273255,34.11,-21805.57,-8.67,-2.96,2,4,2016,Normal,Mid Season
2016-04-26,280322,8211,302470,34.14,-22148.02,-7.90,-2.70,3,4,2016,Normal,Mid Season
2016-04-27,313435,9182,337931,34.14,-24496.18,-7.82,-2.67,4,4,2016,Normal,Mid Season
2016-04-28,257325,7520,276852,34.22,-19527.58,-7.59,-2.60,5,4,2016,Normal,Mid Season
2016-04-29,455554,13321,489215,34.20,-33660.73,-7.39,-2.53,6,4,2016,Normal,Mid Season
2016-04-30,556865,16276,598926,34.21,-42060.46,-7.55,-2.58,7,4,2016,Normal,Mid Season
2016-05-01,354856,10388,380511,34.16,-25655.11,-7.23,-2.47,1,5,2016,Normal,Mid Season
2016-05-02,283285,8298,304998,34.14,-21713.27,-7.66,-2.62,2,5,2016,Normal,Mid Season
2016-05-03,297501,8717,319786,34.13,-22285.69,-7.49,-2.56,3,5,2016,Normal,Mid Season
2016-05-04,285968,8364,305507,34.19,-19538.51,-6.83,-2.34,4,5,2016,Normal,Mid Season
2016-05-05,237947,6968,254527,34.15,-16580.78,-6.97,-2.38,5,5,2016,Normal,Mid Season
2016-05-06,340852,9973,364361,34.18,-23509.53,-6.90,-2.36,6,5,2016,Normal,Mid Season
2016-05-07,388188,11363,414645,34.16,-26457.02,-6.82,-2.33,7,5,2016,Normal,Mid Season
2016-05-08,139179,4074,148731,34.16,-9552.11,-6.86,-2.34,1,5,2016,Normal,Mid Season
2016-05-09,66400,1579,57742,42.05,8658.56,13.04,5.48,2,5,2016,Normal,Mid Season
2016-05-10,42724,1016,37113,42.05,5610.54,13.13,5.52,3,5,2016,Normal,Mid Season
2016-05-11,35014,832,30394,42.08,4620.66,13.20,5.55,4,5,2016,Normal,Mid Season
2016-05-12,27210,647,23570,42.06,3640.25,13.38,5.63,5,5,2016,Normal,Mid Season
2016-05-13,79840,1898,69079,42.07,10761.37,13.48,5.67,6,5,2016,Normal,Mid Season
2016-05-14,82484,1961,71426,42.06,11058.44,13.41,5.64,7,5,2016,Normal,Mid Season
2016-05-15,51497,1224,44612,42.07,6885.30,13.37,5.63,1,5,2016,Normal,Mid Season
2016-05-16,42872,1019,37139,42.07,5732.52,13.37,5.63,2,5,2016,Normal,Mid Season
2016-05-17,39105,930,33890,42.05,5214.28,13.33,5.61,3,5,2016,Normal,Mid Season
2016-05-18,34407,818,29884,42.06,4522.42,13.14,5.53,4,5,2016,Normal,Mid Season
2016-05-19,39404,937,34230,42.05,5174.03,13.13,5.52,5,5,2016,Normal,Mid Season
2016-05-20,96831,2302,83926,42.06,12904.90,13.33,5.61,6,5,2016,Normal,Mid Season
2016-05-21,99380,2363,86180,42.06,13200.88,13.28,5.59,7,5,2016,Normal,Mid Season
2016-05-22,61656,1466,53464,42.06,8192.45,13.29,5.59,1,5,2016,Normal,Mid Season
2016-05-23,69164,1644,59948,42.07,9215.12,13.32,5.61,2,5,2016,Normal,Mid Season
2016-05-24,113113,3224,117415,35.08,-4301.83,-3.80,-1.33,3,5,2016,Normal,Mid Season
2016-05-25,253686,7392,268975,34.32,-15288.27,-6.03,-2.07,4,5,2016,Normal,Mid Season
2016-05-26,210305,6138,223289,34.26,-12983.79,-6.17,-2.12,5,5,2016,Normal,Mid Season
2016-05-27,364087,10624,386500,34.27,-22412.47,-6.16,-2.11,6,5,2016,Normal,Mid Season
2016-05-28,397480,11590,421674,34.30,-24193.73,-6.09,-2.09,7,5,2016,Normal,Mid Season
2016-05-29,204028,5959,216777,34.24,-12749.14,-6.25,-2.14,1,5,2016,Normal,Mid Season
2016-05-30,172798,5048,183716,34.23,-10917.87,-6.32,-2.16,2,5,2016,Normal,Mid Season
2016-05-31,258971,7542,274386,34.34,-15415.36,-5.95,-2.04,3,5,2016,Normal,Mid Season
2016-06-01,368790,10761,391924,34.27,-23134.09,-6.27,-2.15,4,6,2016,Normal,Low Season
2016-06-02,278071,8120,295548,34.25,-17476.86,-6.29,-2.15,5,6,2016,Normal,Low Season
2016-06-03,373959,10896,396324,34.32,-22364.82,-5.98,-2.05,6,6,2016,Normal,Low Season
2016-06-04,402057,11726,426466,34.29,-24408.88,-6.07,-2.08,7,6,2016,Normal,Low Season
2016-06-05,205719,6007,218408,34.25,-12688.73,-6.17,-2.11,1,6,2016,Normal,Low Season
2016-06-06,177627,5185,188630,34.26,-11002.80,-6.19,-2.12,2,6,2016,Normal,Low Season
2016-06-07,70442,1675,60911,42.05,9531.16,13.53,5.69,3,6,2016,Normal,Low Season
2016-06-08,162924,4765,173293,34.19,-10368.83,-6.36,-2.18,4,6,2016,Normal,Low Season
2016-06-09,138753,3953,143791,35.10,-5038.95,-3.63,-1.27,5,6,2016,Normal,Low Season
2016-06-10,252458,7190,261502,35.11,-9044.12,-3.58,-1.26,6,6,2016,Normal,Low Season
2016-06-11,293918,8577,311854,34.27,-17935.67,-6.10,-2.09,7,6,2016,Normal,Low Season
2016-06-12,138350,3943,143347,35.09,-4996.55,-3.61,-1.27,1,6,2016,Normal,Low Season
2016-06-13,130067,3707,134951,35.09,-4883.29,-3.75,-1.32,2,6,2016,Normal,Low Season
2016-06-14,107169,3054,111173,35.09,-4004.50,-3.74,-1.31,3,6,2016,Normal,Low Season
2016-06-15,224031,6541,237935,34.25,-13904.18,-6.21,-2.13,4,6,2016,Normal,Low Season
2016-06-16,201918,5749,209096,35.12,-7177.35,-3.55,-1.25,5,6,2016,Normal,Low Season
2016-06-17,329344,9385,341253,35.09,-11909.06,-3.62,-1.27,6,6,2016,Normal,Low Season
2016-06-18,308643,9012,327672,34.25,-19029.06,-6.17,-2.11,7,6,2016,Normal,Low Season
2016-06-19,134472,3831,139386,35.10,-4913.47,-3.65,-1.28,1,6,2016,Normal,Low Season
2016-06-20,143810,4097,148954,35.10,-5144.19,-3.58,-1.26,2,6,2016,Normal,Low Season
2016-06-21,123252,3509,127533,35.12,-4280.86,-3.47,-1.22,3,6,2016,Normal,Low Season
2016-06-22,40067,953,34559,42.04,5508.07,13.75,5.78,4,6,2016,Normal,Low Season
2016-06-23,143753,4305,155660,33.39,-11906.80,-8.28,-2.77,5,6,2016,Normal,Low Season
2016-06-24,389904,11667,422373,33.42,-32468.57,-8.33,-2.78,6,6,2016,Normal,Low Season
2016-06-25,461281,13793,498910,33.44,-37629.54,-8.16,-2.73,7,6,2016,Normal,Low Season
2016-06-26,221579,6641,240450,33.37,-18870.93,-8.52,-2.84,1,6,2016,Normal,Low Season
2016-06-27,253702,7593,274426,33.41,-20723.86,-8.17,-2.73,2,6,2016,Normal,Low Season
2016-06-28,200616,6007,217105,33.40,-16488.50,-8.22,-2.74,3,6,2016,Normal,Low Season
2016-06-29,211701,6345,229024,33.36,-17323.00,-8.18,-2.73,4,6,2016,Normal,Low Season
2016-06-30,282758,8482,305894,33.34,-23136.47,-8.18,-2.73,5,6,2016,Normal,Low Season
2016-07-01,479010,14344,517742,33.39,-38732.04,-8.09,-2.70,6,7,2016,Normal,Low Season
2016-07-02,454543,13609,490487,33.40,-35943.74,-7.91,-2.64,7,7,2016,Normal,Low Season
2016-07-03,242185,7259,261535,33.36,-19349.73,-7.99,-2.67,1,7,2016,Normal,Low Season
2016-07-04,281532,8431,304052,33.39,-22520.79,-8.00,-2.67,2,7,2016,Normal,Low Season
2016-07-05,219363,6577,237026,33.35,-17663.13,-8.05,-2.69,3,7,2016,Normal,Low Season
2016-07-06,204006,6098,219723,33.45,-15717.31,-7.70,-2.58,4,7,2016,Normal,Low Season
2016-07-07,69579,1654,59599,42.07,9980.15,14.34,6.03,5,7,2016,Normal,Low Season
2016-07-08,87185,2073,74655,42.06,12530.22,14.37,6.04,6,7,2016,Normal,Low Season
2016-07-09,78700,1871,67367,42.06,11333.05,14.40,6.06,7,7,2016,Normal,Low Season
2016-07-10,39810,946,34092,42.08,5717.99,14.36,6.04,1,7,2016,Normal,Low Season
2016-07-11,45839,1090,39231,42.05,6608.04,14.42,6.06,2,7,2016,Normal,Low Season
2016-07-12,36852,876,31574,42.07,5277.44,14.32,6.02,3,7,2016,Normal,Low Season
2016-07-13,33226,790,28489,42.06,4736.59,14.26,6.00,4,7,2016,Normal,Low Season
2016-07-14,30423,723,26054,42.08,4369.59,14.36,6.04,5,7,2016,Normal,Low Season
2016-07-15,80346,1910,68788,42.07,11557.54,14.38,6.05,6,7,2016,Normal,Low Season
2016-07-16,95297,2266,81656,42.06,13641.48,14.31,6.02,7,7,2016,Normal,Low Season
2016-07-17,45324,1078,38810,42.04,6514.25,14.37,6.04,1,7,2016,Normal,Low Season
2016-07-18,51604,1227,44223,42.06,7381.33,14.30,6.02,2,7,2016,Normal,Low Season
2016-07-19,37870,900,32437,42.08,5433.32,14.35,6.04,3,7,2016,Normal,Low Season
2016-07-20,42724,1016,36607,42.05,6116.13,14.32,6.02,4,7,2016,Normal,Low Season
2016-07-21,35170,836,30133,42.07,5036.60,14.32,6.02,5,7,2016,Normal,Low Season
2016-07-22,61148,1454,52384,42.06,8763.76,14.33,6.03,6,7,2016,Normal,Low Season
2016-07-23,77172,1835,66114,42.06,11057.87,14.33,6.03,7,7,2016,Normal,Low Season
2016-07-24,40881,972,35019,42.06,5862.24,14.34,6.03,1,7,2016,Normal,Low Season
2016-07-25,43086,1024,36887,42.08,6198.23,14.39,6.05,2,7,2016,Normal,Low Season
2016-07-26,43895,1044,37605,42.05,6290.34,14.33,6.03,3,7,2016,Normal,Low Season
2016-07-27,67781,1611,58196,42.07,9584.58,14.14,5.95,4,7,2016,Normal,Low Season
2016-07-28,51908,1234,44545,42.06,7363.31,14.19,5.97,5,7,2016,Normal,Low Season
2016-07-29,93509,2223,80347,42.06,13161.94,14.08,5.92,6,7,2016,Normal,Low Season
2016-07-30,95344,2267,81874,42.06,13469.31,14.13,5.94,7,7,2016,Normal,Low Season
2016-07-31,59515,1415,51145,42.06,8369.59,14.06,5.91,1,7,2016,Normal,Low Season
2016-08-01,65134,1548,55946,42.08,9187.91,14.11,5.94,2,8,2016,Normal,Low Season
2016-08-02,70641,1679,60630,42.07,10011.70,14.17,5.96,3,8,2016,Normal,Low Season
2016-08-03,48442,1152,41611,42.05,6831.39,14.10,5.93,4,8,2016,Normal,Low Season
2016-08-04,46291,1101,39783,42.04,6508.01,14.06,5.91,5,8,2016,Normal,Low Season
2016-08-05,73453,1746,63386,42.07,10066.65,13.70,5.77,6,8,2016,Normal,Low Season
2016-08-06,71509,1700,61501,42.06,10008.32,14.00,5.89,7,8,2016,Normal,Low Season
2016-08-07,30066,715,25872,42.05,4193.64,13.95,5.87,1,8,2016,Normal,Low Season
2016-08-08,37727,897,32490,42.06,5236.48,13.88,5.84,2,8,2016,Normal,Low Season
2016-08-09,30832,733,26577,42.06,4254.62,13.80,5.80,3,8,2016,Normal,Low Season
2016-08-10,146811,4282,155136,34.29,-8324.17,-5.67,-1.94,4,8,2016,Normal,Low Season
2016-08-11,99867,2867,103827,34.83,-3959.37,-3.96,-1.38,5,8,2016,Normal,Low Season
2016-08-12,210665,6082,220379,34.64,-9714.41,-4.61,-1.60,6,8,2016,Normal,Low Season
2016-08-13,266271,7771,281658,34.26,-15387.38,-5.78,-1.98,7,8,2016,Normal,Low Season
2016-08-14,123084,3576,129602,34.42,-6517.49,-5.30,-1.82,1,8,2016,Normal,Low Season
2016-08-15,162728,4649,168580,35.00,-5852.65,-3.60,-1.26,2,8,2016,Normal,Low Season
2016-08-16,114709,3302,119758,34.74,-5049.12,-4.40,-1.53,3,8,2016,Normal,Low Season
2016-08-17,122319,3536,128298,34.59,-5979.44,-4.89,-1.69,4,8,2016,Normal,Low Season
2016-08-18,112010,3236,117374,34.61,-5363.85,-4.79,-1.66,5,8,2016,Normal,Low Season
2016-08-19,229861,6646,241090,34.59,-11228.66,-4.88,-1.69,6,8,2016,Normal,Low Season
2016-08-20,249981,7220,262145,34.62,-12163.93,-4.87,-1.68,7,8,2016,Normal,Low Season
2016-08-21,136480,3958,143734,34.48,-7253.98,-5.32,-1.83,1,8,2016,Normal,Low Season
2016-08-22,127370,3672,133350,34.69,-5980.36,-4.70,-1.63,2,8,2016,Normal,Low Season
2016-08-23,43538,1035,37649,42.07,5888.34,13.52,5.69,3,8,2016,Normal,Low Season
2016-08-24,120407,3549,127699,33.93,-7292.00,-6.06,-2.05,4,8,2016,Normal,Low Season
2016-08-25,226376,6647,240430,34.06,-14054.14,-6.21,-2.11,5,8,2016,Normal,Low Season
2016-08-26,337900,9908,358772,34.10,-20872.07,-6.18,-2.11,6,8,2016,Normal,Low Season
2016-08-27,355070,10393,376756,34.16,-21686.02,-6.11,-2.09,7,8,2016,Normal,Low Season
2016-08-28,153894,4507,163401,34.15,-9507.64,-6.18,-2.11,1,8,2016,Normal,Low Season
2016-08-29,159626,4672,169479,34.17,-9853.37,-6.17,-2.11,2,8,2016,Normal,Low Season
2016-08-30,133962,3924,142300,34.14,-8337.95,-6.22,-2.12,3,8,2016,Normal,Low Season
2016-08-31,236305,6918,250572,34.16,-14267.30,-6.04,-2.06,4,8,2016,Normal,Low Season
2016-09-01,313492,9183,333031,34.14,-19539.14,-6.23,-2.13,5,9,2016,Normal,Mid Season
2016-09-02,370355,10830,392493,34.20,-22138.08,-5.98,-2.04,6,9,2016,Normal,Mid Season
2016-09-03,369091,10800,391843,34.18,-22751.45,-6.16,-2.11,7,9,2016,Normal,Mid Season
2016-09-04,209026,6119,222164,34.16,-13137.71,-6.29,-2.15,1,9,2016,Normal,Mid Season
2016-09-05,228177,6685,242590,34.13,-14412.27,-6.32,-2.16,2,9,2016,Normal,Mid Season
2016-09-06,154495,4519,164109,34.19,-9614.04,-6.22,-2.13,3,9,2016,Normal,Mid Season
2016-09-07,50736,1206,43830,42.07,6906.28,13.61,5.73,4,9,2016,Normal,Mid Season
2016-09-08,43292,1029,37392,42.07,5900.47,13.63,5.73,5,9,2016,Normal,Mid Season
2016-09-09,77336,1917,69612,40.34,7723.79,9.99,4.03,6,9,2016,Normal,Mid Season
2016-09-10,85070,2108,76592,40.36,8478.38,9.97,4.02,7,9,2016,Normal,Mid Season
2016-09-11,48832,1211,44014,40.32,4817.43,9.87,3.98,1,9,2016,Normal,Mid Season
2016-09-12,52075,1291,46884,40.34,5191.01,9.97,4.02,2,9,2016,Normal,Mid Season
2016-09-13,30425,755,27399,40.30,3026.14,9.95,4.01,3,9,2016,Normal,Mid Season
2016-09-14,20495,508,18375,40.34,2120.06,10.34,4.17,4,9,2016,Normal,Mid Season
2016-09-15,40742,1010,36465,40.34,4277.41,10.50,4.24,5,9,2016,Normal,Mid Season
2016-09-16,69865,1733,62545,40.31,7319.65,10.48,4.22,6,9,2016,Normal,Mid Season
2016-09-17,100121,2482,89572,40.34,10548.30,10.54,4.25,7,9,2016,Normal,Mid Season
2016-09-18,49825,1235,44594,40.34,5231.30,10.50,4.24,1,9,2016,Normal,Mid Season
2016-09-19,46566,1155,41660,40.32,4906.02,10.54,4.25,2,9,2016,Normal,Mid Season
2016-09-20,37924,940,34031,40.34,3892.62,10.26,4.14,3,9,2016,Normal,Mid Season
2016-09-21,50085,1241,44832,40.36,5252.60,10.49,4.23,4,9,2016,Normal,Mid Season
2016-09-22,41886,1039,37565,40.31,4320.35,10.31,4.16,5,9,2016,Normal,Mid Season
2016-09-23,147504,3657,131965,40.33,15539.06,10.53,4.25,6,9,2016,Normal,Mid Season
2016-09-24,151639,3758,135498,40.35,16141.02,10.64,4.30,7,9,2016,Normal,Mid Season
2016-09-25,72457,1797,64759,40.32,7698.79,10.63,4.28,1,9,2016,Normal,Mid Season
2016-09-26,67355,1671,60179,40.31,7176.04,10.65,4.29,2,9,2016,Normal,Mid Season
2016-09-27,58942,1462,52813,40.32,6129.01,10.40,4.19,3,9,2016,Normal,Mid Season
2016-09-28,58797,1581,57169,37.19,1628.22,2.77,1.03,4,9,2016,Normal,Mid Season
2016-09-29,57019,1534,55187,37.17,1832.01,3.21,1.19,5,9,2016,Normal,Mid Season
2016-09-30,155918,4216,151036,36.98,4881.94,3.13,1.16,6,9,2016,Normal,Mid Season
2016-10-01,208489,5632,201417,37.02,7072.25,3.39,1.26,7,10,2016,Normal,Mid Season
2016-10-02,118580,3173,113347,37.37,5233.52,4.41,1.65,1,10,2016,Normal,Mid Season
2016-10-03,142759,3540,126506,40.33,16252.54,11.38,4.59,2,10,2016,Normal,Mid Season
2016-10-04,96621,2397,85492,40.31,11129.15,11.52,4.64,3,10,2016,Normal,Mid Season
2016-10-05,78862,1955,69675,40.34,9186.17,11.65,4.70,4,10,2016,Normal,Mid Season
2016-10-06,70279,1740,61976,40.39,8303.17,11.81,4.77,5,10,2016,Normal,Mid Season
2016-10-07,87749,2176,77447,40.33,10302.25,11.74,4.73,6,10,2016,Normal,Mid Season
2016-10-08,92053,2283,81209,40.32,10844.08,11.78,4.75,7,10,2016,Normal,Mid Season
2016-10-09,51751,1284,45607,40.30,6144.15,11.87,4.79,1,10,2016,Normal,Mid Season
2016-10-10,50935,1263,44984,40.33,5951.21,11.68,4.71,2,10,2016,Normal,Mid Season
2016-10-11,36114,896,31885,40.31,4228.65,11.71,4.72,3,10,2016,Normal,Mid Season
2016-10-12,31023,768,27818,40.39,3205.72,10.33,4.17,4,10,2016,Normal,Mid Season
2016-10-13,22334,521,19704,42.87,2630.12,11.78,5.05,5,10,2016,Normal,Mid Season
2016-10-14,69441,1618,62071,42.92,7370.18,10.61,4.56,6,10,2016,Normal,Mid Season
2016-10-15,92159,2147,83372,42.92,8787.21,9.53,4.09,7,10,2016,Normal,Mid Season
2016-10-16,57296,1335,52701,42.92,4594.99,8.02,3.44,1,10,2016,Normal,Mid Season
2016-10-17,57185,1332,51765,42.93,5420.00,9.48,4.07,2,10,2016,Normal,Mid Season
2016-10-18,40951,954,37289,42.93,3662.48,8.94,3.84,3,10,2016,Normal,Mid Season
2016-10-19,37672,877,33678,42.96,3993.99,10.60,4.55,4,10,2016,Normal,Mid Season
2016-10-20,38648,906,35038,42.66,3610.07,9.34,3.98,5,10,2016,Normal,Mid Season
2016-10-21,96021,2249,86810,42.69,9210.27,9.59,4.10,6,10,2016,Normal,Mid Season
2016-10-22,105663,2472,95930,42.74,9732.58,9.21,3.94,7,10,2016,Normal,Mid Season
2016-10-23,54738,1280,49991,42.76,4747.96,8.67,3.71,1,10,2016,Normal,Mid Season
2016-10-24,40132,940,36348,42.69,3783.87,9.43,4.03,2,10,2016,Normal,Mid Season
2016-10-25,70403,1650,63453,42.67,6950.23,9.87,4.21,3,10,2016,Normal,Mid Season
2016-10-26,62502,1467,56101,42.61,6400.87,10.24,4.36,4,10,2016,Normal,Mid Season
2016-10-27,53675,1257,48202,42.70,5473.28,10.20,4.35,5,10,2016,Normal,Mid Season
2016-10-28,102606,2405,92658,42.66,9948.63,9.70,4.14,6,10,2016,Normal,Mid Season
2016-10-29,124988,2929,113188,42.67,11800.31,9.44,4.03,7,10,2016,Normal,Mid Season
2016-10-30,67521,1582,61234,42.68,6287.32,9.31,3.97,1,10,2016,Normal,Mid Season
2016-10-31,70021,1639,62316,42.72,7704.44,11.00,4.70,2,10,2016,Normal,Mid Season
2016-11-01,126954,2971,110699,42.73,16255.43,12.80,5.47,3,11,2016,Normal,Peak Season
2016-11-02,97558,2284,86204,42.71,11354.37,11.64,4.97,4,11,2016,Normal,Peak Season
2016-11-03,97039,2266,89413,42.82,7625.59,7.86,3.37,5,11,2016,Normal,Peak Season
2016-11-04,168349,3938,156676,42.75,11673.68,6.93,2.96,6,11,2016,Normal,Peak Season
2016-11-05,202017,4720,189395,42.80,12622.73,6.25,2.67,7,11,2016,Normal,Peak Season
2016-11-06,108459,2537,102250,42.75,6208.83,5.72,2.45,1,11,2016,Normal,Peak Season
2016-11-07,112536,2621,105978,42.94,6557.89,5.83,2.50,2,11,2016,Normal,Peak Season
2016-11-08,100480,2341,94692,42.92,5787.45,5.76,2.47,3,11,2016,Normal,Peak Season
2016-11-09,81650,1901,77082,42.95,4568.03,5.59,2.40,4,11,2016,Normal,Peak Season
2016-11-10,71529,1666,67551,42.93,3977.91,5.56,2.39,5,11,2016,Normal,Peak Season
2016-11-11,160939,3748,152555,42.94,8383.18,5.21,2.24,6,11,2016,Normal,Peak Season
2016-11-12,164999,3843,156263,42.93,8735.70,5.29,2.27,7,11,2016,Normal,Peak Season
2016-11-13,97947,2281,93113,42.94,4834.17,4.94,2.12,1,11,2016,Normal,Peak Season
2016-11-14,87834,2046,83068,42.93,4765.98,5.43,2.33,2,11,2016,Normal,Peak Season
2016-11-15,95509,2181,88104,43.79,7404.93,7.75,3.40,3,11,2016,Normal,Peak Season
2016-11-16,77230,1763,71429,43.81,5801.10,7.51,3.29,4,11,2016,Normal,Peak Season
